[0, 0, 0.172, 15, 4354690188546079508, 0, 400, -6045425328083274333, 0.043, 500, 4264241092972105544, 0.043, 600, 1400345520193394716, 0.043, 500, -3713001662436647870, 0.043, 30, -7430804255062779461, 0]
[0, 0, 0.172, 15, 4354690188546079508, 0, 400, -6045425328083274333, 0.043, 500, 4264241092972105544, 0.043, 600, 1400345520193394716, 0.043, 500, 6697679334372220784, 0.043, 30, -1596795930317982666, 0]
[0, 0, 0.172, 15, 4354690188546079508, 0, 400, -6045425328083274333, 0.043, 500, 4264241092972105544, 0.043, 600, 9184486658038929671, 0.043, 500, 9131233287355899588, 0.043, 30, 2619748466378256592, 0]
[0, 0, 0.172, 15, 4354690188546079508, 0, 400, -6045425328083274333, 0.043, 500, 4264241092972105544, 0.043, 600, 9184486658038929671, 0.043, 500, -4002789520752834980, 0.043, 30, -3040569844158979003, 0]
[0, 0, 0.172, 15, 4354690188546079508, 0, 400, -6045425328083274333, 0.043, 500, 4264241092972105544, 0.043, 500, -2609663998509515060, 0.043, 600, -4252763784856516557, 0.043, 30, -3116945439337841144, 0]
[0, 0, 0.172, 15, 4354690188546079508, 0, 400, -6045425328083274333, 0.043, 500, 4264241092972105544, 0.043, 600, 1400345520193394716, 0.043, 500, 2311577243479069313, 0.043, 30, -6225347369998441184, 0]
[0, 0, 0.172, 15, -3443668734705217618, 0, 400, 8286931525752925719, 0.043, 500, -3124369400268973187, 0.043, 500, -2609663998509515060, 0.043, 600, 6821719997929971441, 0.043, 30, -486429274738689408, 0]
[0, 0, 0.172, 15, 4889750784623461994, 0, 400, 6660089401867463809, 0.043, 500, -2404570791420175924, 0.043, 600, 9184486658038929671, 0.043, 500, -4002789520752834980, 0.043, 30, -3040569844158979003, 0]
[0, 0, 0.172, 15, 4354690188546079508, 0, 400, -6045425328083274333, 0.043, 500, 4264241092972105544, 0.043, 500, -2609663998509515060, 0.043, 600, -6292114001196180419, 0.043, 30, -6898436102399641204, 0]
[0, 0, 0.172, 15, 4889750784623461994, 0, 400, 6660089401867463809, 0.043, 500, -2404570791420175924, 0.043, 600, 9184486658038929671, 0.043, 500, -1444121031684252885, 0.043, 30, -1639651340199802762, 0]
[0, 0, 0.172, 15, -8317001606033972476, 0, 400, 2698064530598565882, 0.043, 500, 4264241092972105544, 0.043, 600, 1400345520193394716, 0.043, 500, -3713001662436647870, 0.043, 30, -7430804255062779461, 0]
[0, 0, 0.172, 15, -3443668734705217618, 0, 400, 6660089401867463809, 0.043, 500, -2404570791420175924, 0.043, 600, 9184486658038929671, 0.043, 500, 9131233287355899588, 0.043, 30, 2619748466378256592, 0]
