[0, 0, 0.353, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, -8313972212752679248, 0.054, 600, 706243239407934183, 0.137, 30, -4480552597616679599, 0]
[0, 0, 0.353, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, -8313972212752679248, 0.054, 600, -6127062857189457815, 0.137, 30, 5639615081716725751, 0]
[0, 0, 0.353, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, -8313972212752679248, 0.054, 600, -869151130403217633, 0.137, 30, -7780117413536742771, 0]
[0, 0, 0.353, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, -8313972212752679248, 0.054, 600, 1240044911590309171, 0.137, 30, 1929075018044706528, 0]
[0, 0, 0.353, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, -8313972212752679248, 0.054, 600, -2549489437551888977, 0.137, 30, 5858893468593101097, 0]
[0, 0, 0.353, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, -8313972212752679248, 0.054, 600, -1529295925916131172, 0.137, 30, 7572820032810360915, 0]
[0, 0, 0.353, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, -8313972212752679248, 0.054, 600, -5006206678117196885, 0.137, 30, -5541011605419020600, 0]
[0, 0, 0.349, 15, 3046623274621927511, 0, 300, 1863008159708382408, 0.026, 600, 4145976044106643575, 0.136, 400, 8715312820170731164, 0.051, 600, -3644151124049708989, 0.136, 30, 5668911173100444734, 0]
[0, 0, 0.348, 15, -5330310270963224803, 0, 300, 1863008159708382408, 0.025, 600, 4145976044106643575, 0.136, 400, 8715312820170731164, 0.051, 600, 4496743303341525480, 0.136, 30, -3688193703027921555, 0]
[0, 0, 0.348, 15, -5330310270963224803, 0, 300, 1863008159708382408, 0.025, 600, 4145976044106643575, 0.136, 400, 8715312820170731164, 0.051, 600, -3644151124049708989, 0.136, 30, 5668911173100444734, 0]
[0, 0, 0.277, 15, -3826622427901362356, 0, 400, 8244304479881034688, 0.043, 600, 5600379776926963849, 0.043, 400, -8313972212752679248, 0.054, 600, -6127062857189457815, 0.137, 30, 5639615081716725751, 0]
[0, 0, 0.277, 15, -4450544199220941078, 0, 300, 6215775668149433390, 0.043, 600, 3509130806147387258, 0.043, 400, -8313972212752679248, 0.054, 600, 706243239407934183, 0.137, 30, -4480552597616679599, 0]
[0, 0, 0.277, 15, -3826622427901362356, 0, 400, 8244304479881034688, 0.043, 600, 5600379776926963849, 0.043, 400, -8313972212752679248, 0.054, 600, 5008952859393841367, 0.137, 30, -4909160558974290991, 0]
[0, 0, 0.277, 15, 1883136076370028466, 0, 300, -5898411015156873327, 0.043, 600, 743669931746735530, 0.043, 400, -8313972212752679248, 0.054, 600, -3458394873133475697, 0.137, 30, 2254099370792331785, 0]
[0, 0, 0.277, 15, 6582233639166604153, 0, 400, -5863776858544710394, 0.043, 600, 743669931746735530, 0.043, 400, -8313972212752679248, 0.054, 600, 706243239407934183, 0.137, 30, -4480552597616679599, 0]
[0, 0, 0.277, 15, -3826622427901362356, 0, 400, 8244304479881034688, 0.043, 600, 5600379776926963849, 0.043, 400, -8313972212752679248, 0.054, 600, -869151130403217633, 0.137, 30, -7780117413536742771, 0]
[0, 0, 0.277, 15, -4450544199220941078, 0, 300, 6215775668149433390, 0.043, 600, 3509130806147387258, 0.043, 400, -8313972212752679248, 0.054, 600, -6127062857189457815, 0.137, 30, 5639615081716725751, 0]
[0, 0, 0.277, 15, 1599991370995660248, 0, 300, 6215775668149433390, 0.043, 600, 3509130806147387258, 0.043, 400, -8313972212752679248, 0.054, 600, -3458394873133475697, 0.137, 30, 2254099370792331785, 0]
[0, 0, 0.277, 15, 1883136076370028466, 0, 300, -5898411015156873327, 0.043, 600, 743669931746735530, 0.043, 400, -8313972212752679248, 0.054, 600, 706243239407934183, 0.137, 30, -4480552597616679599, 0]
[0, 0, 0.277, 15, -3826622427901362356, 0, 400, 8244304479881034688, 0.043, 600, 4145976044106643575, 0.043, 400, -8313972212752679248, 0.054, 600, -3458394873133475697, 0.137, 30, 2254099370792331785, 0]
[0, 0, 0.277, 15, -3826622427901362356, 0, 400, 8244304479881034688, 0.043, 600, 5600379776926963849, 0.043, 400, -8313972212752679248, 0.054, 600, -2549489437551888977, 0.137, 30, 5858893468593101097, 0]
